disease,from_year,to_year,drift
Dietary_iron_deficiency,2015,2016,2.2411346e-05
Dietary_iron_deficiency,2016,2017,6.300211e-05
Dietary_iron_deficiency,2017,2018,1.5974045e-05
Dietary_iron_deficiency,2018,2019,3.0577183e-05
Dietary_iron_deficiency,2019,2020,2.4855137e-05
Dietary_iron_deficiency,2020,2021,2.0444393e-05
Dietary_iron_deficiency,2021,2022,2.0325184e-05
Dietary_iron_deficiency,2022,2023,2.0325184e-05
Dietary_iron_deficiency,2023,2024,2.1278858e-05
Dietary_iron_deficiency,2024,2025,4.6551228e-05
Dietary_iron_deficiency,2025,2026,0.00018566847
Diphtheria,2000,2001,9.518862e-05
Diphtheria,2001,2002,6.610155e-05
Diphtheria,2002,2003,5.2034855e-05
Diphtheria,2003,2004,5.9068203e-05
Diphtheria,2004,2005,4.518032e-05
Diphtheria,2005,2006,4.273653e-05
Diphtheria,2006,2007,5.13196e-05
Diphtheria,2007,2008,0.00010681152
Diphtheria,2008,2009,7.3850155e-05
Diphtheria,2009,2010,6.03199e-05
Diphtheria,2010,2011,4.720688e-05
Diphtheria,2011,2012,5.9723854e-05
Diphtheria,2012,2013,5.811453e-05
Diphtheria,2013,2014,4.5716763e-05
Diphtheria,2014,2015,3.0696392e-05
Diphtheria,2015,2016,6.258488e-05
Diphtheria,2016,2017,8.201599e-05
Diphtheria,2017,2018,5.4359436e-05
Diphtheria,2018,2019,2.8669834e-05
Diphtheria,2019,2020,4.1425228e-05
Diphtheria,2020,2021,5.966425e-05
Diphtheria,2021,2022,4.464388e-05
Diphtheria,2022,2023,5.799532e-05
Diphtheria,2023,2024,4.4703484e-05
Diphtheria,2024,2025,8.589029e-05
Diphtheria,2025,2026,0.000890255
Drowning,2000,2001,0.0004066229
Drowning,2001,2002,0.00030487776
Drowning,2002,2003,0.00015324354
Drowning,2003,2004,0.00016498566
Drowning,2004,2005,0.00020104647
Drowning,2005,2006,0.00015813112
Drowning,2006,2007,0.00011271238
Drowning,2007,2008,0.000114023685
Drowning,2008,2009,0.000108361244
Drowning,2009,2010,0.00011694431
Drowning,2010,2011,9.88245e-05
Drowning,2011,2012,0.00013524294
Drowning,2012,2013,0.00014162064
Drowning,2013,2014,0.00015324354
Drowning,2014,2015,9.047985e-05
Drowning,2015,2016,0.00011199713
Drowning,2016,2017,9.572506e-05
Drowning,2017,2018,6.854534e-05
Drowning,2018,2019,9.2327595e-05
Drowning,2019,2020,8.189678e-05
Drowning,2020,2021,7.933378e-05
Drowning,2021,2022,0.00016528368
Drowning,2022,2023,0.0001885891
Drowning,2023,2024,7.456541e-05
Drowning,2024,2025,0.00012516975
Drowning,2025,2026,0.00087857246
Drug_use_disorders,2000,2001,6.67572e-06
Drug_use_disorders,2001,2002,8.285046e-06
Drug_use_disorders,2002,2003,7.1525574e-06
Drug_use_disorders,2003,2004,7.8082085e-06
Drug_use_disorders,2004,2005,9.298325e-06
Drug_use_disorders,2005,2006,9.715557e-06
Drug_use_disorders,2006,2007,6.914139e-06
Drug_use_disorders,2007,2008,1.1563301e-05
Drug_use_disorders,2008,2009,8.583069e-06
Drug_use_disorders,2009,2010,4.6491623e-06
Drug_use_disorders,2010,2011,7.688999e-06
Drug_use_disorders,2011,2012,4.6491623e-06
Drug_use_disorders,2012,2013,8.165836e-06
Drug_use_disorders,2013,2014,6.4373016e-06
Drug_use_disorders,2014,2015,1.0192394e-05
Drug_use_disorders,2015,2016,6.4969063e-06
Drug_use_disorders,2016,2017,9.417534e-06
Drug_use_disorders,2017,2018,4.4107437e-06
Drug_use_disorders,2018,2019,8.940697e-06
Drug_use_disorders,2019,2020,6.198883e-06
Drug_use_disorders,2020,2021,6.3180923e-06
Drug_use_disorders,2021,2022,1.5854836e-05
Drug_use_disorders,2022,2023,3.874302e-06
Drug_use_disorders,2023,2024,1.2874603e-05
Drug_use_disorders,2024,2025,1.5616417e-05
Drug_use_disorders,2025,2026,5.9723854e-05
Eating_disorders,2000,2001,2.4020672e-05
Eating_disorders,2001,2002,1.66893e-05
Eating_disorders,2002,2003,1.4781952e-05
Eating_disorders,2003,2004,1.6331673e-05
Eating_disorders,2004,2005,1.4126301e-05
Eating_disorders,2005,2006,1.770258e-05
Eating_disorders,2006,2007,1.5854836e-05
Eating_disorders,2007,2008,1.0848045e-05
Eating_disorders,2008,2009,2.014637e-05
Eating_disorders,2009,2010,1.4305115e-05
Eating_disorders,2010,2011,2.1517277e-05
Eating_disorders,2011,2012,1.2874603e-05
Eating_disorders,2012,2013,1.0848045e-05
Eating_disorders,2013,2014,8.583069e-06
Eating_disorders,2014,2015,1.4662743e-05
Eating_disorders,2015,2016,1.9550323e-05
Eating_disorders,2016,2017,1.2934208e-05
Eating_disorders,2017,2018,9.894371e-06
Eating_disorders,2018,2019,1.3649464e-05
Eating_disorders,2019,2020,1.3113022e-05
Eating_disorders,2020,2021,8.34465e-06
Eating_disorders,2021,2022,8.881092e-06
Eating_disorders,2022,2023,1.5735626e-05
Eating_disorders,2023,2024,1.168251e-05
Eating_disorders,2024,2025,2.7060509e-05
Eating_disorders,2025,2026,0.000119268894
Ebola,2000,2001,0.00019103289
Ebola,2001,2002,0.00018674135
Ebola,2002,2003,0.0002899766
Ebola,2003,2004,0.00020426512
Ebola,2004,2005,0.00020587444
Ebola,2005,2006,0.00018429756
Ebola,2006,2007,0.00019991398
Ebola,2007,2008,0.0003284812
Ebola,2008,2009,0.00025886297
Ebola,2009,2010,0.00013434887
Ebola,2010,2011,7.7962875e-05
Ebola,2011,2012,0.00011599064
Ebola,2012,2013,0.00015288591
Ebola,2013,2014,0.0011687875
Ebola,2014,2015,9.2327595e-05
Ebola,2015,2016,7.5280666e-05
Ebola,2016,2017,4.0590763e-05
Ebola,2017,2018,5.2511692e-05
Ebola,2018,2019,4.2438507e-05
Ebola,2019,2020,8.195639e-05
Ebola,2020,2021,3.5762787e-05
Ebola,2021,2022,3.749132e-05
Ebola,2022,2023,4.6610832e-05
Ebola,2023,2024,6.2704086e-05
Ebola,2024,2025,7.098913e-05
Ebola,2025,2026,0.0008943081
Encephalitis,2000,2001,3.08156e-05
Encephalitis,2001,2002,2.4616718e-05
Encephalitis,2002,2003,2.4318695e-05
Encephalitis,2003,2004,2.2292137e-05
Encephalitis,2004,2005,2.2053719e-05
Encephalitis,2005,2006,1.4841557e-05
Encephalitis,2006,2007,1.7344952e-05
Encephalitis,2007,2008,1.9490719e-05
Encephalitis,2008,2009,1.5377998e-05
Encephalitis,2009,2010,1.2397766e-05
Encephalitis,2010,2011,2.3961067e-05
Encephalitis,2011,2012,1.2040138e-05
Encephalitis,2012,2013,1.1026859e-05
Encephalitis,2013,2014,2.1755695e-05
Encephalitis,2014,2015,1.1563301e-05
Encephalitis,2015,2016,1.180172e-05
Encephalitis,2016,2017,5.042553e-05
Encephalitis,2017,2018,6.854534e-06
Encephalitis,2018,2019,1.0609627e-05
Encephalitis,2019,2020,1.335144e-05
Encephalitis,2020,2021,1.257658e-05
Encephalitis,2021,2022,1.6391277e-05
Encephalitis,2022,2023,1.31726265e-05
Encephalitis,2023,2024,2.2888184e-05
Encephalitis,2024,2025,4.196167e-05
Encephalitis,2025,2026,9.9658966e-05
Endocarditis,2000,2001,4.005432e-05
Endocarditis,2001,2002,4.9352646e-05
Endocarditis,2002,2003,4.029274e-05
Endocarditis,2003,2004,2.771616e-05
Endocarditis,2004,2005,2.1874905e-05
Endocarditis,2005,2006,2.4199486e-05
Endocarditis,2006,2007,3.027916e-05
Endocarditis,2007,2008,3.105402e-05
Endocarditis,2008,2009,1.8894672e-05
Endocarditis,2009,2010,2.3126602e-05
Endocarditis,2010,2011,3.0577183e-05
Endocarditis,2011,2012,2.7120113e-05
Endocarditis,2012,2013,2.4318695e-05
Endocarditis,2013,2014,4.6014786e-05
Endocarditis,2014,2015,3.3199787e-05
Endocarditis,2015,2016,3.4451485e-05
Endocarditis,2016,2017,4.476309e-05
Endocarditis,2017,2018,2.4795532e-05
Endocarditis,2018,2019,4.2557716e-05
Endocarditis,2019,2020,1.8298626e-05
Endocarditis,2020,2021,1.31726265e-05
Endocarditis,2021,2022,1.347065e-05
Endocarditis,2022,2023,2.8848648e-05
Endocarditis,2023,2024,2.8669834e-05
Endocarditis,2024,2025,4.8339367e-05
Endocarditis,2025,2026,0.00045126677
"Endocrine,_metabolic,_blood,_and_immune_disorders",2000,2001,5.90086e-06
"Endocrine,_metabolic,_blood,_and_immune_disorders",2001,2002,6.67572e-06
"Endocrine,_metabolic,_blood,_and_immune_disorders",2002,2003,5.6624413e-06
"Endocrine,_metabolic,_blood,_and_immune_disorders",2003,2004,6.735325e-06
"Endocrine,_metabolic,_blood,_and_immune_disorders",2004,2005,5.364418e-06
"Endocrine,_metabolic,_blood,_and_immune_disorders",2005,2006,5.9604645e-06
"Endocrine,_metabolic,_blood,_and_immune_disorders",2006,2007,5.543232e-06
"Endocrine,_metabolic,_blood,_and_immune_disorders",2007,2008,1.9609928e-05
"Endocrine,_metabolic,_blood,_and_immune_disorders",2008,2009,4.351139e-06
"Endocrine,_metabolic,_blood,_and_immune_disorders",2009,2010,7.867813e-06
"Endocrine,_metabolic,_blood,_and_immune_disorders",2010,2011,8.702278e-06
"Endocrine,_metabolic,_blood,_and_immune_disorders",2011,2012,3.8146973e-06
"Endocrine,_metabolic,_blood,_and_immune_disorders",2012,2013,8.940697e-06
"Endocrine,_metabolic,_blood,_and_immune_disorders",2013,2014,5.7816505e-06
"Endocrine,_metabolic,_blood,_and_immune_disorders",2014,2015,6.1392784e-06
"Endocrine,_metabolic,_blood,_and_immune_disorders",2015,2016,1.4722347e-05
"Endocrine,_metabolic,_blood,_and_immune_disorders",2016,2017,2.604723e-05
"Endocrine,_metabolic,_blood,_and_immune_disorders",2017,2018,4.9471855e-06
"Endocrine,_metabolic,_blood,_and_immune_disorders",2018,2019,9.119511e-06
"Endocrine,_metabolic,_blood,_and_immune_disorders",2019,2020,7.927418e-06
"Endocrine,_metabolic,_blood,_and_immune_disorders",2020,2021,6.198883e-06
"Endocrine,_metabolic,_blood,_and_immune_disorders",2021,2022,5.841255e-06
"Endocrine,_metabolic,_blood,_and_immune_disorders",2022,2023,9.119511e-06
"Endocrine,_metabolic,_blood,_and_immune_disorders",2023,2024,2.259016e-05
"Endocrine,_metabolic,_blood,_and_immune_disorders",2024,2025,5.8293343e-05
"Endocrine,_metabolic,_blood,_and_immune_disorders",2025,2026,9.286404e-05
Environmental_heat_and_cold_exposure,2000,2001,6.6280365e-05
Environmental_heat_and_cold_exposure,2001,2002,6.514788e-05
Environmental_heat_and_cold_exposure,2002,2003,6.0081482e-05
Environmental_heat_and_cold_exposure,2003,2004,5.763769e-05
Environmental_heat_and_cold_exposure,2004,2005,8.3863735e-05
Environmental_heat_and_cold_exposure,2005,2006,7.247925e-05
Environmental_heat_and_cold_exposure,2006,2007,5.6385994e-05
Environmental_heat_and_cold_exposure,2007,2008,5.4955482e-05
Environmental_heat_and_cold_exposure,2008,2009,6.0081482e-05
Environmental_heat_and_cold_exposure,2009,2010,0.0001013875
Environmental_heat_and_cold_exposure,2010,2011,6.991625e-05
Environmental_heat_and_cold_exposure,2011,2012,0.00011008978
Environmental_heat_and_cold_exposure,2012,2013,5.531311e-05
Environmental_heat_and_cold_exposure,2013,2014,3.862381e-05
Environmental_heat_and_cold_exposure,2014,2015,7.468462e-05
Environmental_heat_and_cold_exposure,2015,2016,4.6372414e-05
Environmental_heat_and_cold_exposure,2016,2017,8.380413e-05
Environmental_heat_and_cold_exposure,2017,2018,5.1021576e-05
Environmental_heat_and_cold_exposure,2018,2019,6.4730644e-05
Environmental_heat_and_cold_exposure,2019,2020,6.651878e-05
Environmental_heat_and_cold_exposure,2020,2021,3.08156e-05
Environmental_heat_and_cold_exposure,2021,2022,5.1498413e-05
Environmental_heat_and_cold_exposure,2022,2023,5.9187412e-05
Environmental_heat_and_cold_exposure,2023,2024,6.2286854e-05
Environmental_heat_and_cold_exposure,2024,2025,8.416176e-05
Environmental_heat_and_cold_exposure,2025,2026,0.0002629161
Esophageal_cancer,2000,2001,1.8298626e-05
Esophageal_cancer,2001,2002,2.8967857e-05
Esophageal_cancer,2002,2003,1.6450882e-05
Esophageal_cancer,2003,2004,1.5735626e-05
Esophageal_cancer,2004,2005,1.5556812e-05
Esophageal_cancer,2005,2006,2.4318695e-05
Esophageal_cancer,2006,2007,1.5318394e-05
Esophageal_cancer,2007,2008,1.4603138e-05
Esophageal_cancer,2008,2009,1.5676022e-05
Esophageal_cancer,2009,2010,1.9788742e-05
Esophageal_cancer,2010,2011,1.847744e-05
Esophageal_cancer,2011,2012,2.2888184e-05
Esophageal_cancer,2012,2013,1.4483929e-05
Esophageal_cancer,2013,2014,1.5258789e-05
Esophageal_cancer,2014,2015,1.7106533e-05
Esophageal_cancer,2015,2016,1.8954277e-05
Esophageal_cancer,2016,2017,2.6226044e-05
Esophageal_cancer,2017,2018,1.0609627e-05
Esophageal_cancer,2018,2019,1.4305115e-05
Esophageal_cancer,2019,2020,1.04904175e-05
Esophageal_cancer,2020,2021,1.40070915e-05
Esophageal_cancer,2021,2022,1.257658e-05
Esophageal_cancer,2022,2023,7.033348e-06
Esophageal_cancer,2023,2024,2.8669834e-05
Esophageal_cancer,2024,2025,3.9756298e-05
Esophageal_cancer,2025,2026,0.00023245811
Exposure_to_forces_of_nature,2000,2001,0.00018310547
Exposure_to_forces_of_nature,2001,2002,0.0001219511
Exposure_to_forces_of_nature,2002,2003,0.00029456615
Exposure_to_forces_of_nature,2003,2004,0.00028014183
Exposure_to_forces_of_nature,2004,2005,0.0004080534
Exposure_to_forces_of_nature,2005,2006,0.0002975464
Exposure_to_forces_of_nature,2006,2007,0.00016891956
Exposure_to_forces_of_nature,2007,2008,0.00017029047
Exposure_to_forces_of_nature,2008,2009,0.0002515912
Exposure_to_forces_of_nature,2009,2010,3.6478043e-05
Exposure_to_forces_of_nature,2010,2011,3.606081e-05
Exposure_to_forces_of_nature,2011,2012,3.194809e-05
Exposure_to_forces_of_nature,2012,2013,3.9458275e-05
Exposure_to_forces_of_nature,2013,2014,1.591444e-05
Exposure_to_forces_of_nature,2014,2015,1.8417835e-05
Exposure_to_forces_of_nature,2015,2016,3.707409e-05
Exposure_to_forces_of_nature,2016,2017,5.865097e-05
Exposure_to_forces_of_nature,2017,2018,2.1457672e-05
Exposure_to_forces_of_nature,2018,2019,1.7762184e-05
Exposure_to_forces_of_nature,2019,2020,1.758337e-05
Exposure_to_forces_of_nature,2020,2021,1.31726265e-05
Exposure_to_forces_of_nature,2021,2022,4.7683716e-05
Exposure_to_forces_of_nature,2022,2023,3.59416e-05
Exposure_to_forces_of_nature,2023,2024,0.000205338
Exposure_to_forces_of_nature,2024,2025,6.979704e-05
Exposure_to_forces_of_nature,2025,2026,0.00020682812
Exposure_to_mechanical_forces,2000,2001,5.108118e-05
Exposure_to_mechanical_forces,2001,2002,4.2021275e-05
Exposure_to_mechanical_forces,2002,2003,5.7578087e-05
Exposure_to_mechanical_forces,2003,2004,8.606911e-05
Exposure_to_mechanical_forces,2004,2005,4.3094158e-05
Exposure_to_mechanical_forces,2005,2006,3.1113625e-05
Exposure_to_mechanical_forces,2006,2007,2.0682812e-05
Exposure_to_mechanical_forces,2007,2008,3.606081e-05
Exposure_to_mechanical_forces,2008,2009,2.9325485e-05
Exposure_to_mechanical_forces,2009,2010,3.1113625e-05
Exposure_to_mechanical_forces,2010,2011,2.4318695e-05
Exposure_to_mechanical_forces,2011,2012,4.2676926e-05
Exposure_to_mechanical_forces,2012,2013,3.325939e-05
Exposure_to_mechanical_forces,2013,2014,2.5391579e-05
Exposure_to_mechanical_forces,2014,2015,1.8417835e-05
Exposure_to_mechanical_forces,2015,2016,3.4451485e-05
Exposure_to_mechanical_forces,2016,2017,3.415346e-05
Exposure_to_mechanical_forces,2017,2018,2.9087067e-05
Exposure_to_mechanical_forces,2018,2019,3.0398369e-05
Exposure_to_mechanical_forces,2019,2020,3.629923e-05
Exposure_to_mechanical_forces,2020,2021,3.0517578e-05
Exposure_to_mechanical_forces,2021,2022,2.849102e-05
Exposure_to_mechanical_forces,2022,2023,1.7106533e-05
Exposure_to_mechanical_forces,2023,2024,3.528595e-05
Exposure_to_mechanical_forces,2024,2025,7.0631504e-05
Exposure_to_mechanical_forces,2025,2026,0.00024706125
Eye_cancer,2000,2001,2.8789043e-05
Eye_cancer,2001,2002,3.0517578e-05
Eye_cancer,2002,2003,3.2305717e-05
Eye_cancer,2003,2004,1.859665e-05
Eye_cancer,2004,2005,3.9815903e-05
Eye_cancer,2005,2006,2.0623207e-05
Eye_cancer,2006,2007,2.2888184e-05
Eye_cancer,2007,2008,1.4603138e-05
Eye_cancer,2008,2009,4.8220158e-05
Eye_cancer,2009,2010,2.783537e-05
Eye_cancer,2010,2011,2.5629997e-05
Eye_cancer,2011,2012,5.763769e-05
Eye_cancer,2012,2013,5.1617622e-05
Eye_cancer,2013,2014,3.4809113e-05
Eye_cancer,2014,2015,2.5987625e-05
Eye_cancer,2015,2016,1.7344952e-05
Eye_cancer,2016,2017,4.8577785e-05
Eye_cancer,2017,2018,2.5689602e-05
Eye_cancer,2018,2019,1.8179417e-05
Eye_cancer,2019,2020,6.777048e-05
Eye_cancer,2020,2021,3.2424927e-05
Eye_cancer,2021,2022,2.2172928e-05
Eye_cancer,2022,2023,4.1246414e-05
Eye_cancer,2023,2024,6.425381e-05
Eye_cancer,2024,2025,4.184246e-05
Eye_cancer,2025,2026,0.00028795004
Falls,2000,2001,0.00013613701
Falls,2001,2002,0.00019216537
Falls,2002,2003,8.481741e-05
Falls,2003,2004,4.9889088e-05
Falls,2004,2005,5.441904e-05
Falls,2005,2006,5.2690506e-05
Falls,2006,2007,4.9352646e-05
Falls,2007,2008,2.4974346e-05
Falls,2008,2009,7.2062016e-05
Falls,2009,2010,2.7179718e-05
Falls,2010,2011,4.1484833e-05
Falls,2011,2012,4.184246e-05
Falls,2012,2013,2.6643276e-05
Falls,2013,2014,2.18153e-05
Falls,2014,2015,1.4901161e-05
Falls,2015,2016,2.2411346e-05
Falls,2016,2017,1.66893e-05
Falls,2017,2018,1.013279e-05
Falls,2018,2019,2.002716e-05
Falls,2019,2020,1.50203705e-05
Falls,2020,2021,2.2172928e-05
Falls,2021,2022,2.5391579e-05
Falls,2022,2023,7.265806e-05
Falls,2023,2024,9.018183e-05
Falls,2024,2025,3.0100346e-05
Falls,2025,2026,0.00031799078
"Fire,_heat,_and_hot_substances",2000,2001,2.7656555e-05
"Fire,_heat,_and_hot_substances",2001,2002,2.1457672e-05
"Fire,_heat,_and_hot_substances",2002,2003,2.5987625e-05
"Fire,_heat,_and_hot_substances",2003,2004,1.8119812e-05
"Fire,_heat,_and_hot_substances",2004,2005,1.3887882e-05
"Fire,_heat,_and_hot_substances",2005,2006,2.8192997e-05
"Fire,_heat,_and_hot_substances",2006,2007,1.7404556e-05
"Fire,_heat,_and_hot_substances",2007,2008,2.8073788e-05
"Fire,_heat,_and_hot_substances",2008,2009,1.9311905e-05
"Fire,_heat,_and_hot_substances",2009,2010,2.8252602e-05
"Fire,_heat,_and_hot_substances",2010,2011,3.2424927e-05
"Fire,_heat,_and_hot_substances",2011,2012,3.9935112e-05
"Fire,_heat,_and_hot_substances",2012,2013,1.5854836e-05
"Fire,_heat,_and_hot_substances",2013,2014,2.1100044e-05
"Fire,_heat,_and_hot_substances",2014,2015,2.2172928e-05
"Fire,_heat,_and_hot_substances",2015,2016,1.5974045e-05
"Fire,_heat,_and_hot_substances",2016,2017,7.200241e-05
"Fire,_heat,_and_hot_substances",2017,2018,8.517504e-05
"Fire,_heat,_and_hot_substances",2018,2019,1.66893e-05
"Fire,_heat,_and_hot_substances",2019,2020,1.4483929e-05
"Fire,_heat,_and_hot_substances",2020,2021,1.3113022e-05
"Fire,_heat,_and_hot_substances",2021,2022,2.0086765e-05
"Fire,_heat,_and_hot_substances",2022,2023,2.0861626e-05
"Fire,_heat,_and_hot_substances",2023,2024,3.85046e-05
"Fire,_heat,_and_hot_substances",2024,2025,7.7188015e-05
"Fire,_heat,_and_hot_substances",2025,2026,0.00028979778
Food-borne_trematodiases,2000,2001,5.7041645e-05
Food-borne_trematodiases,2001,2002,3.772974e-05
Food-borne_trematodiases,2002,2003,4.3809414e-05
Food-borne_trematodiases,2003,2004,3.2663345e-05
Food-borne_trematodiases,2004,2005,3.5464764e-05
Food-borne_trematodiases,2005,2006,2.0384789e-05
Food-borne_trematodiases,2006,2007,5.108118e-05
Food-borne_trematodiases,2007,2008,6.991625e-05
Food-borne_trematodiases,2008,2009,3.9219856e-05
Food-borne_trematodiases,2009,2010,4.6908855e-05
Food-borne_trematodiases,2010,2011,0.00014001131
Food-borne_trematodiases,2011,2012,2.8789043e-05
Food-borne_trematodiases,2012,2013,3.7431717e-05
Food-borne_trematodiases,2013,2014,2.0742416e-05
Food-borne_trematodiases,2014,2015,2.9087067e-05
Food-borne_trematodiases,2015,2016,4.0709972e-05
Food-borne_trematodiases,2016,2017,5.555153e-05
Food-borne_trematodiases,2017,2018,4.5776367e-05
Food-borne_trematodiases,2018,2019,2.682209e-05
Food-borne_trematodiases,2019,2020,2.3424625e-05
Food-borne_trematodiases,2020,2021,2.348423e-05
Food-borne_trematodiases,2021,2022,2.2232533e-05
Food-borne_trematodiases,2022,2023,3.6895275e-05
Food-borne_trematodiases,2023,2024,4.863739e-05
Food-borne_trematodiases,2024,2025,5.5372715e-05
Food-borne_trematodiases,2025,2026,0.00043547153
Foreign_body,2000,2001,2.3782253e-05
Foreign_body,2001,2002,2.3722649e-05
Foreign_body,2002,2003,3.3140182e-05
Foreign_body,2003,2004,2.0503998e-05
Foreign_body,2004,2005,1.847744e-05
Foreign_body,2005,2006,1.6272068e-05
Foreign_body,2006,2007,1.2516975e-05
Foreign_body,2007,2008,2.3782253e-05
Foreign_body,2008,2009,2.0742416e-05
Foreign_body,2009,2010,2.0325184e-05
Foreign_body,2010,2011,1.1622906e-05
Foreign_body,2011,2012,1.4662743e-05
Foreign_body,2012,2013,1.6391277e-05
Foreign_body,2013,2014,2.5510788e-05
Foreign_body,2014,2015,1.21593475e-05
Foreign_body,2015,2016,1.4901161e-05
Foreign_body,2016,2017,1.5377998e-05
Foreign_body,2017,2018,1.591444e-05
Foreign_body,2018,2019,1.001358e-05
Foreign_body,2019,2020,1.5258789e-05
Foreign_body,2020,2021,2.18153e-05
Foreign_body,2021,2022,1.4483929e-05
Foreign_body,2022,2023,1.2099743e-05
Foreign_body,2023,2024,3.796816e-05
Foreign_body,2024,2025,7.504225e-05
Foreign_body,2025,2026,0.0004197955
Fungal_skin_diseases,2000,2001,4.2021275e-05
Fungal_skin_diseases,2001,2002,3.272295e-05
Fungal_skin_diseases,2002,2003,5.1915646e-05
Fungal_skin_diseases,2003,2004,3.159046e-05
Fungal_skin_diseases,2004,2005,4.6610832e-05
Fungal_skin_diseases,2005,2006,3.9219856e-05
Fungal_skin_diseases,2006,2007,5.4717064e-05
Fungal_skin_diseases,2007,2008,5.8352947e-05
Fungal_skin_diseases,2008,2009,3.951788e-05
Fungal_skin_diseases,2009,2010,3.8981438e-05
Fungal_skin_diseases,2010,2011,5.042553e-05
Fungal_skin_diseases,2011,2012,3.4928322e-05
Fungal_skin_diseases,2012,2013,4.7147274e-05
Fungal_skin_diseases,2013,2014,4.029274e-05
Fungal_skin_diseases,2014,2015,2.2411346e-05
Fungal_skin_diseases,2015,2016,3.761053e-05
Fungal_skin_diseases,2016,2017,5.8233738e-05
Fungal_skin_diseases,2017,2018,4.720688e-05
Fungal_skin_diseases,2018,2019,3.33786e-05
Fungal_skin_diseases,2019,2020,4.2676926e-05
Fungal_skin_diseases,2020,2021,2.6404858e-05
Fungal_skin_diseases,2021,2022,4.1127205e-05
Fungal_skin_diseases,2022,2023,4.4345856e-05
Fungal_skin_diseases,2023,2024,4.7147274e-05
Fungal_skin_diseases,2024,2025,6.812811e-05
Fungal_skin_diseases,2025,2026,0.00074356794
Gallbladder_and_biliary_diseases,2000,2001,9.655952e-06
Gallbladder_and_biliary_diseases,2001,2002,1.5079975e-05
Gallbladder_and_biliary_diseases,2002,2003,1.0430813e-05
Gallbladder_and_biliary_diseases,2003,2004,1.3947487e-05
Gallbladder_and_biliary_diseases,2004,2005,7.212162e-06
Gallbladder_and_biliary_diseases,2005,2006,1.1503696e-05
Gallbladder_and_biliary_diseases,2006,2007,7.987022e-06
Gallbladder_and_biliary_diseases,2007,2008,2.1159649e-05
Gallbladder_and_biliary_diseases,2008,2009,1.4364719e-05
Gallbladder_and_biliary_diseases,2009,2010,1.0967255e-05
Gallbladder_and_biliary_diseases,2010,2011,1.4424324e-05
Gallbladder_and_biliary_diseases,2011,2012,7.1525574e-06
Gallbladder_and_biliary_diseases,2012,2013,1.7642975e-05
Gallbladder_and_biliary_diseases,2013,2014,1.6093254e-05
Gallbladder_and_biliary_diseases,2014,2015,1.2636185e-05
Gallbladder_and_biliary_diseases,2015,2016,1.335144e-05
Gallbladder_and_biliary_diseases,2016,2017,1.7762184e-05
Gallbladder_and_biliary_diseases,2017,2018,8.106232e-06
Gallbladder_and_biliary_diseases,2018,2019,9.894371e-06
Gallbladder_and_biliary_diseases,2019,2020,8.523464e-06
Gallbladder_and_biliary_diseases,2020,2021,8.225441e-06
Gallbladder_and_biliary_diseases,2021,2022,9.834766e-06
Gallbladder_and_biliary_diseases,2022,2023,1.1384487e-05
Gallbladder_and_biliary_diseases,2023,2024,2.8789043e-05
Gallbladder_and_biliary_diseases,2024,2025,4.1127205e-05
Gallbladder_and_biliary_diseases,2025,2026,9.548664e-05
Gallbladder_and_biliary_tract_cancer,2000,2001,3.373623e-05
Gallbladder_and_biliary_tract_cancer,2001,2002,6.097555e-05
Gallbladder_and_biliary_tract_cancer,2002,2003,8.0764294e-05
Gallbladder_and_biliary_tract_cancer,2003,2004,7.492304e-05
Gallbladder_and_biliary_tract_cancer,2004,2005,3.4749508e-05
Gallbladder_and_biliary_tract_cancer,2005,2006,4.7266483e-05
Gallbladder_and_biliary_tract_cancer,2006,2007,4.518032e-05
Gallbladder_and_biliary_tract_cancer,2007,2008,3.9696693e-05
Gallbladder_and_biliary_tract_cancer,2008,2009,4.0113926e-05
Gallbladder_and_biliary_tract_cancer,2009,2010,3.7372112e-05
Gallbladder_and_biliary_tract_cancer,2010,2011,3.2246113e-05
Gallbladder_and_biliary_tract_cancer,2011,2012,2.7418137e-05
Gallbladder_and_biliary_tract_cancer,2012,2013,3.0696392e-05
Gallbladder_and_biliary_tract_cancer,2013,2014,2.3722649e-05
Gallbladder_and_biliary_tract_cancer,2014,2015,2.3722649e-05
Gallbladder_and_biliary_tract_cancer,2015,2016,2.4557114e-05
Gallbladder_and_biliary_tract_cancer,2016,2017,3.3438206e-05
Gallbladder_and_biliary_tract_cancer,2017,2018,2.3722649e-05
Gallbladder_and_biliary_tract_cancer,2018,2019,1.692772e-05
Gallbladder_and_biliary_tract_cancer,2019,2020,1.5199184e-05
Gallbladder_and_biliary_tract_cancer,2020,2021,1.8119812e-05
Gallbladder_and_biliary_tract_cancer,2021,2022,2.4676323e-05
Gallbladder_and_biliary_tract_cancer,2022,2023,2.169609e-05
Gallbladder_and_biliary_tract_cancer,2023,2024,3.6776066e-05
Gallbladder_and_biliary_tract_cancer,2024,2025,5.507469e-05
Gallbladder_and_biliary_tract_cancer,2025,2026,0.00015872717
Gout,2000,2001,0.00011467934
Gout,2001,2002,0.00014483929
Gout,2002,2003,0.00014412403
Gout,2003,2004,0.00014835596
Gout,2004,2005,9.071827e-05
Gout,2005,2006,8.589029e-05
Gout,2006,2007,0.000100553036
Gout,2007,2008,7.075071e-05
Gout,2008,2009,6.318092e-05
